Ticker,MICROSOFT CORPORATION (XNAS:MSFT),"Microsoft Corporation is a technology company. The Company develops and supports software, services, devices, and solutions. The Company’s segments include Productivity and Business Processes, Intelligent Cloud, and More Personal Computing. The Productivity and Business Processes segment consists of products and services in its portfolio of productivity, communication, and information services. This segment primarily comprises: Office Commercial, Office Consumer, LinkedIn, and Dynamics business solutions. The Intelligent Cloud segment consists of server products and cloud services, including Azure and other cloud services, SQL Server, Windows Server, Visual Studio, System Center, and related Client Access Licenses (CALs), and Nuance and GitHub; and Enterprise Services, including enterprise support services, industry solutions and Nuance professional services. The More Personal Computing segment primarily comprises Windows, Devices, Gaming, and search and news advertising.",MICROSOFT CORPORATION,,,,,,,,,,,
End Date,27/02/2026,,Variance log-returns (daily),0.000287076,,T,1,,u,1.088777,,,,
Lookback,10,,StDev log-returns (daily),0.016943329,,N time steps,10,,d,0.918462,,,,
Start Date,01/03/2016,,No. of obs.,252,,dt,0.1,,r,0.038,,,,
Frequency,0,,StDev (annualized),0.268967007,,,,,q,0.501103,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Date,Closing price,Log-returns,,,,,,,,,,,,
27/08/2019, $135.74 ,0.002138723,,,,,,,,,,,,
28/08/2019, $135.56 ,-0.001326945,,,,,,,,,,,,
29/08/2019, $138.12 ,0.018708526,,,,,,,,,,,,
30/08/2019, $137.86 ,-0.001884195,,,,,,,,,,,,
03/09/2019, $136.04 ,-0.013289717,,,,,,,,,,,,
04/09/2019, $137.63 ,0.011619965,,,,,,,,,,,,
05/09/2019, $140.05 ,0.017430577,,,,,,,,,,,,
06/09/2019, $139.10 ,-0.006806403,,,,,,,,,,,,
09/09/2019, $137.52 ,-0.011423738,,,,,,,,,,,,
10/09/2019, $136.08 ,-0.010526413,,,,,,,,,,,,
11/09/2019, $136.12 ,0.000293902,,,,,,,,,,,,
12/09/2019, $137.52 ,0.010232511,,,,,,,,,,,,
13/09/2019, $137.32 ,-0.001455392,,,,,,,,,,,,
16/09/2019, $136.33 ,-0.007235551,,,,,,,,,,,,
17/09/2019, $137.39 ,0.00774518,,,,,,,,,,,,
18/09/2019, $138.52 ,0.008191123,,,,,,,,,,,,
19/09/2019, $141.07 ,0.018241502,,,,,,,,,,,,
20/09/2019, $139.44 ,-0.01162182,,,,,,,,,,,,
23/09/2019, $139.14 ,-0.002153781,,,,,,,,,,,,
24/09/2019, $137.38 ,-0.012729812,,,,,,,,,,,,
25/09/2019, $139.36 ,0.014309704,,,,,,,,,,,,
26/09/2019, $139.54 ,0.001290785,,,,,,,,,,,,
27/09/2019, $137.73 ,-0.013056052,,,,,,,,,,,,
30/09/2019, $139.03 ,0.00939449,,,,,,,,,,,,
01/10/2019, $137.07 ,-0.014197993,,,,,,,,,,,,
02/10/2019, $134.65 ,-0.017812925,,,,,,,,,,,,
03/10/2019, $136.28 ,0.012032774,,,,,,,,,,,,
04/10/2019, $138.12 ,0.01341128,,,,,,,,,,,,
07/10/2019, $137.12 ,-0.007266418,,,,,,,,,,,,
08/10/2019, $135.67 ,-0.010630988,,,,,,,,,,,,
09/10/2019, $138.24 ,0.018765839,,,,,,,,,,,,
10/10/2019, $139.10 ,0.006201794,,,,,,,,,,,,
11/10/2019, $139.68 ,0.004160993,,,,,,,,,,,,
14/10/2019, $139.55 ,-0.000931132,,,,,,,,,,,,
15/10/2019, $141.58 ,0.014406652,,,,,,,,,,,,
16/10/2019, $140.41 ,-0.008262898,,,,,,,,,,,,
17/10/2019, $139.69 ,-0.005141032,,,,,,,,,,,,
18/10/2019, $137.41 ,-0.016456524,,,,,,,,,,,,
21/10/2019, $138.43 ,0.007395625,,,,,,,,,,,,
22/10/2019, $136.37 ,-0.014993003,,,,,,,,,,,,
23/10/2019, $137.24 ,0.006359438,,,,,,,,,,,,
24/10/2019, $139.94 ,0.019482541,,,,,,,,,,,,
25/10/2019, $140.73 ,0.005629402,,,,,,,,,,,,
28/10/2019, $144.19 ,0.024288713,,,,,,,,,,,,
29/10/2019, $142.83 ,-0.009476762,,,,,,,,,,,,
30/10/2019, $144.61 ,0.012385352,,,,,,,,,,,,
31/10/2019, $143.37 ,-0.008611762,,,,,,,,,,,,
01/11/2019, $143.72 ,0.002438261,,,,,,,,,,,,
04/11/2019, $144.55 ,0.005758506,,,,,,,,,,,,
05/11/2019, $144.46 ,-0.000622816,,,,,,,,,,,,
06/11/2019, $144.06 ,-0.002772773,,,,,,,,,,,,
07/11/2019, $144.26 ,0.001387348,,,,,,,,,,,,
08/11/2019, $145.96 ,0.011715384,,,,,,,,,,,,
11/11/2019, $146.11 ,0.001027151,,,,,,,,,,,,
12/11/2019, $147.07 ,0.006548901,,,,,,,,,,,,
13/11/2019, $147.31 ,0.001630546,,,,,,,,,,,,
14/11/2019, $148.06 ,0.005078387,,,,,,,,,,,,
15/11/2019, $149.97 ,0.012817677,,,,,,,,,,,,
18/11/2019, $150.34 ,0.002464122,,,,,,,,,,,,
19/11/2019, $150.39 ,0.000332524,,,,,,,,,,,,
20/11/2019, $149.62 ,-0.005133173,,,,,,,,,,,,
21/11/2019, $149.48 ,-0.000936142,,,,,,,,,,,,
22/11/2019, $149.59 ,0.000735614,,,,,,,,,,,,
25/11/2019, $151.23 ,0.010903638,,,,,,,,,,,,
26/11/2019, $152.03 ,0.005276013,,,,,,,,,,,,
27/11/2019, $152.32 ,0.001905701,,,,,,,,,,,,
29/11/2019, $151.38 ,-0.006190339,,,,,,,,,,,,
02/12/2019, $149.55 ,-0.012162447,,,,,,,,,,,,
03/12/2019, $149.31 ,-0.001606104,,,,,,,,,,,,
04/12/2019, $149.85 ,0.003610112,,,,,,,,,,,,
05/12/2019, $149.93 ,0.000533725,,,,,,,,,,,,
06/12/2019, $151.75 ,0.012065911,,,,,,,,,,,,
09/12/2019, $151.36 ,-0.002573325,,,,,,,,,,,,
10/12/2019, $151.13 ,-0.001520712,,,,,,,,,,,,
11/12/2019, $151.70 ,0.003764493,,,,,,,,,,,,
12/12/2019, $153.24 ,0.010100433,,,,,,,,,,,,
13/12/2019, $154.53 ,0.008382932,,,,,,,,,,,,
16/12/2019, $155.53 ,0.006450387,,,,,,,,,,,,
17/12/2019, $154.69 ,-0.005415525,,,,,,,,,,,,
18/12/2019, $154.37 ,-0.002070796,,,,,,,,,,,,
19/12/2019, $155.71 ,0.008642985,,,,,,,,,,,,
20/12/2019, $157.41 ,0.010858564,,,,,,,,,,,,
23/12/2019, $157.41 ,0,,,,,,,,,,,,
24/12/2019, $157.38 ,-0.000190603,,,,,,,,,,,,
26/12/2019, $158.67 ,0.008163311,,,,,,,,,,,,
27/12/2019, $158.96 ,0.001826024,,,,,,,,,,,,
30/12/2019, $157.59 ,-0.008655875,,,,,,,,,,,,
31/12/2019, $157.70 ,0.00069777,,,,,,,,,,,,
02/01/2020, $160.62 ,0.018346833,,,,,,,,,,,,
03/01/2020, $158.62 ,-0.012529922,,,,,,,,,,,,
06/01/2020, $159.03 ,0.002581459,,,,,,,,,,,,
07/01/2020, $157.58 ,-0.009159598,,,,,,,,,,,,
08/01/2020, $160.09 ,0.015802891,,,,,,,,,,,,
09/01/2020, $162.09 ,0.012415579,,,,,,,,,,,,
10/01/2020, $161.34 ,-0.004637797,,,,,,,,,,,,
13/01/2020, $163.28 ,0.011952579,,,,,,,,,,,,
14/01/2020, $162.13 ,-0.007068036,,,,,,,,,,,,
15/01/2020, $163.18 ,0.006455403,,,,,,,,,,,,
16/01/2020, $166.17 ,0.018157475,,,,,,,,,,,,
17/01/2020, $167.10 ,0.005581075,,,,,,,,,,,,
21/01/2020, $166.50 ,-0.003597126,,,,,,,,,,,,
22/01/2020, $165.70 ,-0.004816385,,,,,,,,,,,,
23/01/2020, $166.72 ,0.006136834,,,,,,,,,,,,
24/01/2020, $165.04 ,-0.01012789,,,,,,,,,,,,
27/01/2020, $162.28 ,-0.01686463,,,,,,,,,,,,
28/01/2020, $165.46 ,0.019406235,,,,,,,,,,,,
29/01/2020, $168.04 ,0.015472573,,,,,,,,,,,,
30/01/2020, $172.78 ,0.027817063,,,,,,,,,,,,
31/01/2020, $170.23 ,-0.014868645,,,,,,,,,,,,
03/02/2020, $174.38 ,0.024086362,,,,,,,,,,,,
04/02/2020, $180.12 ,0.032386469,,,,,,,,,,,,
05/02/2020, $179.90 ,-0.001222154,,,,,,,,,,,,
06/02/2020, $183.63 ,0.020521723,,,,,,,,,,,,
07/02/2020, $183.89 ,0.001414889,,,,,,,,,,,,
10/02/2020, $188.70 ,0.0258207,,,,,,,,,,,,
11/02/2020, $184.44 ,-0.022834245,,,,,,,,,,,,
12/02/2020, $184.71 ,0.00146282,,,,,,,,,,,,
13/02/2020, $183.71 ,-0.0054286,,,,,,,,,,,,
14/02/2020, $185.35 ,0.008887502,,,,,,,,,,,,
18/02/2020, $187.23 ,0.010091878,,,,,,,,,,,,
19/02/2020, $187.28 ,0.000267016,,,,,,,,,,,,
20/02/2020, $184.42 ,-0.015389058,,,,,,,,,,,,
21/02/2020, $178.59 ,-0.032123089,,,,,,,,,,,,
24/02/2020, $170.89 ,-0.044072601,,,,,,,,,,,,
25/02/2020, $168.07 ,-0.016639515,,,,,,,,,,,,
26/02/2020, $170.17 ,0.012417378,,,,,,,,,,,,
27/02/2020, $158.18 ,-0.073064312,,,,,,,,,,,,
28/02/2020, $162.01 ,0.023924437,,,,,,,,,,,,
02/03/2020, $172.79 ,0.064418923,,,,,,,,,,,,
03/03/2020, $164.51 ,-0.049105626,,,,,,,,,,,,
04/03/2020, $170.55 ,0.03605715,,,,,,,,,,,,
05/03/2020, $166.27 ,-0.025415536,,,,,,,,,,,,
06/03/2020, $161.57 ,-0.028674488,,,,,,,,,,,,
09/03/2020, $150.62 ,-0.070178377,,,,,,,,,,,,
10/03/2020, $160.92 ,0.066147238,,,,,,,,,,,,
11/03/2020, $153.63 ,-0.046360233,,,,,,,,,,,,
12/03/2020, $139.06 ,-0.099641619,,,,,,,,,,,,
13/03/2020, $158.83 ,0.132928953,,,,,,,,,,,,
16/03/2020, $135.42 ,-0.159453388,,,,,,,,,,,,
17/03/2020, $146.57 ,0.07912207,,,,,,,,,,,,
18/03/2020, $140.40 ,-0.043007638,,,,,,,,,,,,
19/03/2020, $142.71 ,0.016319108,,,,,,,,,,,,
20/03/2020, $137.35 ,-0.038282187,,,,,,,,,,,,
23/03/2020, $135.98 ,-0.010024596,,,,,,,,,,,,
24/03/2020, $148.34 ,0.08699912,,,,,,,,,,,,
25/03/2020, $146.92 ,-0.009618715,,,,,,,,,,,,
26/03/2020, $156.11 ,0.060672666,,,,,,,,,,,,
27/03/2020, $149.70 ,-0.041927596,,,,,,,,,,,,
30/03/2020, $160.23 ,0.067976992,,,,,,,,,,,,
31/03/2020, $157.71 ,-0.01585238,,,,,,,,,,,,
01/04/2020, $152.11 ,-0.03615396,,,,,,,,,,,,
02/04/2020, $155.26 ,0.020497188,,,,,,,,,,,,
03/04/2020, $153.83 ,-0.009253034,,,,,,,,,,,,
06/04/2020, $165.27 ,0.071732404,,,,,,,,,,,,
07/04/2020, $163.49 ,-0.010828674,,,,,,,,,,,,
08/04/2020, $165.13 ,0.009981216,,,,,,,,,,,,
09/04/2020, $165.14 ,6.05565E-05,,,,,,,,,,,,
13/04/2020, $165.51 ,0.002238017,,,,,,,,,,,,
14/04/2020, $173.70 ,0.048298057,,,,,,,,,,,,
15/04/2020, $171.88 ,-0.010533114,,,,,,,,,,,,
16/04/2020, $177.04 ,0.029579137,,,,,,,,,,,,
17/04/2020, $178.60 ,0.008772973,,,,,,,,,,,,
20/04/2020, $175.06 ,-0.020019896,,,,,,,,,,,,
21/04/2020, $167.82 ,-0.042236796,,,,,,,,,,,,
22/04/2020, $173.52 ,0.03340089,,,,,,,,,,,,
23/04/2020, $171.42 ,-0.012176181,,,,,,,,,,,,
24/04/2020, $174.55 ,0.018094548,,,,,,,,,,,,
27/04/2020, $174.05 ,-0.002868619,,,,,,,,,,,,
28/04/2020, $169.81 ,-0.024662449,,,,,,,,,,,,
29/04/2020, $177.43 ,0.043896,,,,,,,,,,,,
30/04/2020, $179.21 ,0.009982138,,,,,,,,,,,,
01/05/2020, $174.57 ,-0.026232495,,,,,,,,,,,,
04/05/2020, $178.84 ,0.024165744,,,,,,,,,,,,
05/05/2020, $180.76 ,0.010678633,,,,,,,,,,,,
06/05/2020, $182.54 ,0.009799143,,,,,,,,,,,,
07/05/2020, $183.60 ,0.005790151,,,,,,,,,,,,
08/05/2020, $184.68 ,0.005865119,,,,,,,,,,,,
11/05/2020, $186.74 ,0.011092677,,,,,,,,,,,,
12/05/2020, $182.51 ,-0.022912309,,,,,,,,,,,,
13/05/2020, $179.75 ,-0.015237969,,,,,,,,,,,,
14/05/2020, $180.53 ,0.004329972,,,,,,,,,,,,
15/05/2020, $183.16 ,0.014463119,,,,,,,,,,,,
18/05/2020, $184.91 ,0.009509132,,,,,,,,,,,,
19/05/2020, $183.63 ,-0.006946357,,,,,,,,,,,,
20/05/2020, $185.66 ,0.01099418,,,,,,,,,,,,
21/05/2020, $183.43 ,-0.012083921,,,,,,,,,,,,
22/05/2020, $183.51 ,0.000436039,,,,,,,,,,,,
26/05/2020, $181.57 ,-0.010627908,,,,,,,,,,,,
27/05/2020, $181.81 ,0.001320931,,,,,,,,,,,,
28/05/2020, $181.40 ,-0.002257648,,,,,,,,,,,,
29/05/2020, $183.25 ,0.010146803,,,,,,,,,,,,
01/06/2020, $182.83 ,-0.002294581,,,,,,,,,,,,
02/06/2020, $184.91 ,0.011312461,,,,,,,,,,,,
03/06/2020, $185.36 ,0.00243066,,,,,,,,,,,,
04/06/2020, $182.92 ,-0.013250981,,,,,,,,,,,,
05/06/2020, $187.20 ,0.023128665,,,,,,,,,,,,
08/06/2020, $188.36 ,0.006177461,,,,,,,,,,,,
09/06/2020, $189.80 ,0.007615861,,,,,,,,,,,,
10/06/2020, $196.84 ,0.03642033,,,,,,,,,,,,
11/06/2020, $186.27 ,-0.055193982,,,,,,,,,,,,
12/06/2020, $187.74 ,0.007860793,,,,,,,,,,,,
15/06/2020, $188.94 ,0.006371477,,,,,,,,,,,,
16/06/2020, $193.57 ,0.0242097,,,,,,,,,,,,
17/06/2020, $194.24 ,0.003455304,,,,,,,,,,,,
18/06/2020, $196.32 ,0.010651473,,,,,,,,,,,,
19/06/2020, $195.15 ,-0.005977487,,,,,,,,,,,,
22/06/2020, $200.57 ,0.027394819,,,,,,,,,,,,
23/06/2020, $201.91 ,0.006658741,,,,,,,,,,,,
24/06/2020, $197.84 ,-0.02036343,,,,,,,,,,,,
25/06/2020, $200.34 ,0.0125573,,,,,,,,,,,,
26/06/2020, $196.33 ,-0.020219006,,,,,,,,,,,,
29/06/2020, $198.44 ,0.010689871,,,,,,,,,,,,
30/06/2020, $203.51 ,0.025228356,,,,,,,,,,,,
01/07/2020, $204.70 ,0.005830349,,,,,,,,,,,,
02/07/2020, $206.26 ,0.007592016,,,,,,,,,,,,
06/07/2020, $210.70 ,0.021297812,,,,,,,,,,,,
07/07/2020, $208.25 ,-0.01169604,,,,,,,,,,,,
08/07/2020, $212.83 ,0.021754444,,,,,,,,,,,,
09/07/2020, $214.32 ,0.0069765,,,,,,,,,,,,
10/07/2020, $213.67 ,-0.003037456,,,,,,,,,,,,
13/07/2020, $207.07 ,-0.031375868,,,,,,,,,,,,
14/07/2020, $208.35 ,0.006162458,,,,,,,,,,,,
15/07/2020, $208.04 ,-0.001488989,,,,,,,,,,,,
16/07/2020, $203.92 ,-0.020002609,,,,,,,,,,,,
17/07/2020, $202.88 ,-0.005113089,,,,,,,,,,,,
20/07/2020, $211.60 ,0.042083029,,,,,,,,,,,,
21/07/2020, $208.75 ,-0.013560336,,,,,,,,,,,,
22/07/2020, $211.75 ,0.01426897,,,,,,,,,,,,
23/07/2020, $202.54 ,-0.044468936,,,,,,,,,,,,
24/07/2020, $201.30 ,-0.006141065,,,,,,,,,,,,
27/07/2020, $203.85 ,0.012588097,,,,,,,,,,,,
28/07/2020, $202.02 ,-0.009017727,,,,,,,,,,,,
29/07/2020, $204.06 ,0.010047366,,,,,,,,,,,,
30/07/2020, $203.90 ,-0.000784391,,,,,,,,,,,,
31/07/2020, $205.01 ,0.005429081,,,,,,,,,,,,
03/08/2020, $216.54 ,0.054716529,,,,,,,,,,,,
04/08/2020, $213.29 ,-0.015122546,,,,,,,,,,,,
05/08/2020, $212.94 ,-0.001642306,,,,,,,,,,,,
06/08/2020, $216.35 ,0.015887031,,,,,,,,,,,,
07/08/2020, $212.48 ,-0.0180496,,,,,,,,,,,,
10/08/2020, $208.25 ,-0.020108585,,,,,,,,,,,,
11/08/2020, $203.38 ,-0.023663131,,,,,,,,,,,,
12/08/2020, $209.19 ,0.02816678,,,,,,,,,,,,
13/08/2020, $208.70 ,-0.002345116,,,,,,,,,,,,
14/08/2020, $208.90 ,0.000957854,,,,,,,,,,,,
17/08/2020, $210.28 ,0.006584307,,,,,,,,,,,,
18/08/2020, $211.49 ,0.00573774,,,,,,,,,,,,
19/08/2020, $209.70 ,-0.008499778,,,,,,,,,,,,
20/08/2020, $214.58 ,0.023004691,,,,,,,,,,,,
21/08/2020, $213.02 ,-0.007296571,,,,,,,,,,,,
24/08/2020, $213.69 ,0.003140309,,,,,,,,,,,,
25/08/2020, $216.47 ,0.012925603,,,,,,,,,,,,
26/08/2020, $221.15 ,0.021389235,,,,,,,,,,,,
27/08/2020, $226.58 ,0.024256879,,,,,,,,,,,,
28/08/2020, $228.91 ,0.01023083,,,,,,,,,,,,
31/08/2020, $225.53 ,-0.014875725,,,,,,,,,,,,
01/09/2020, $227.27 ,0.00768555,,,,,,,,,,,,
02/09/2020, $231.65 ,0.019088874,,,,,,,,,,,,
03/09/2020, $217.30 ,-0.063948725,,,,,,,,,,,,
04/09/2020, $214.25 ,-0.01413533,,,,,,,,,,,,
08/09/2020, $202.66 ,-0.055613859,,,,,,,,,,,,
09/09/2020, $211.29 ,0.041701899,,,,,,,,,,,,
10/09/2020, $205.37 ,-0.028418367,,,,,,,,,,,,
11/09/2020, $204.03 ,-0.006546188,,,,,,,,,,,,
14/09/2020, $205.41 ,0.00674094,,,,,,,,,,,,
15/09/2020, $208.78 ,0.016273084,,,,,,,,,,,,
16/09/2020, $205.05 ,-0.018027214,,,,,,,,,,,,
17/09/2020, $202.91 ,-0.010491321,,,,,,,,,,,,
18/09/2020, $200.39 ,-0.012497063,,,,,,,,,,,,
21/09/2020, $202.54 ,0.01067193,,,,,,,,,,,,
22/09/2020, $207.42 ,0.023808325,,,,,,,,,,,,
23/09/2020, $200.59 ,-0.033482699,,,,,,,,,,,,
24/09/2020, $203.19 ,0.012878478,,,,,,,,,,,,
25/09/2020, $207.82 ,0.022530819,,,,,,,,,,,,
28/09/2020, $209.44 ,0.007764982,,,,,,,,,,,,
29/09/2020, $207.26 ,-0.010463258,,,,,,,,,,,,
30/09/2020, $210.33 ,0.014703682,,,,,,,,,,,,
01/10/2020, $212.46 ,0.010076009,,,,,,,,,,,,
02/10/2020, $206.19 ,-0.029955662,,,,,,,,,,,,
05/10/2020, $210.38 ,0.020117346,,,,,,,,,,,,
06/10/2020, $205.91 ,-0.021476239,,,,,,,,,,,,
07/10/2020, $209.83 ,0.018858499,,,,,,,,,,,,
08/10/2020, $210.58 ,0.003567949,,,,,,,,,,,,
09/10/2020, $215.81 ,0.024532763,,,,,,,,,,,,
12/10/2020, $221.40 ,0.025572629,,,,,,,,,,,,
13/10/2020, $222.86 ,0.006572751,,,,,,,,,,,,
14/10/2020, $220.86 ,-0.009014755,,,,,,,,,,,,
15/10/2020, $219.66 ,-0.00544812,,,,,,,,,,,,
16/10/2020, $219.66 ,0,,,,,,,,,,,,
19/10/2020, $214.22 ,-0.025077372,,,,,,,,,,,,
20/10/2020, $214.65 ,0.00200527,,,,,,,,,,,,
21/10/2020, $214.80 ,0.000698568,,,,,,,,,,,,
22/10/2020, $214.89 ,0.000418907,,,,,,,,,,,,
23/10/2020, $216.23 ,0.006216387,,,,,,,,,,,,
26/10/2020, $210.08 ,-0.028854245,,,,,,,,,,,,
27/10/2020, $213.25 ,0.014976776,,,,,,,,,,,,
28/10/2020, $202.68 ,-0.050836806,,,,,,,,,,,,
29/10/2020, $204.72 ,0.010014811,,,,,,,,,,,,
30/10/2020, $202.47 ,-0.011051464,,,,,,,,,,,,
02/11/2020, $202.33 ,-0.0006917,,,,,,,,,,,,
03/11/2020, $206.43 ,0.020061344,,,,,,,,,,,,
04/11/2020, $216.39 ,0.047120963,,,,,,,,,,,,
05/11/2020, $223.29 ,0.03138904,,,,,,,,,,,,
06/11/2020, $223.72 ,0.001923895,,,,,,,,,,,,
09/11/2020, $218.39 ,-0.024112815,,,,,,,,,,,,
10/11/2020, $211.01 ,-0.03437693,,,,,,,,,,,,
11/11/2020, $216.55 ,0.025915942,,,,,,,,,,,,
12/11/2020, $215.44 ,-0.005139019,,,,,,,,,,,,
13/11/2020, $216.51 ,0.004954287,,,,,,,,,,,,
16/11/2020, $217.23 ,0.003319964,,,,,,,,,,,,
17/11/2020, $214.46 ,-0.012833459,,,,,,,,,,,,
18/11/2020, $211.08 ,-0.015886032,,,,,,,,,,,,
19/11/2020, $212.42 ,0.006328238,,,,,,,,,,,,
20/11/2020, $210.39 ,-0.009602496,,,,,,,,,,,,
23/11/2020, $210.11 ,-0.001331748,,,,,,,,,,,,
24/11/2020, $213.86 ,0.017690392,,,,,,,,,,,,
25/11/2020, $213.87 ,4.67585E-05,,,,,,,,,,,,
27/11/2020, $215.23 ,0.00633887,,,,,,,,,,,,
30/11/2020, $214.07 ,-0.005404159,,,,,,,,,,,,
01/12/2020, $216.21 ,0.009947093,,,,,,,,,,,,
02/12/2020, $215.37 ,-0.003892678,,,,,,,,,,,,
03/12/2020, $214.24 ,-0.005260597,,,,,,,,,,,,
04/12/2020, $214.36 ,0.000559963,,,,,,,,,,,,
07/12/2020, $214.29 ,-0.000326607,,,,,,,,,,,,
08/12/2020, $216.01 ,0.007994465,,,,,,,,,,,,
09/12/2020, $211.80 ,-0.01968227,,,,,,,,,,,,
10/12/2020, $210.52 ,-0.006061773,,,,,,,,,,,,
11/12/2020, $213.26 ,0.012931418,,,,,,,,,,,,
14/12/2020, $214.20 ,0.004398079,,,,,,,,,,,,
15/12/2020, $214.13 ,-0.000326851,,,,,,,,,,,,
16/12/2020, $219.28 ,0.023766145,,,,,,,,,,,,
17/12/2020, $219.42 ,0.000638249,,,,,,,,,,,,
18/12/2020, $218.59 ,-0.003789872,,,,,,,,,,,,
21/12/2020, $222.59 ,0.018133685,,,,,,,,,,,,
22/12/2020, $223.94 ,0.006046645,,,,,,,,,,,,
23/12/2020, $221.02 ,-0.013124964,,,,,,,,,,,,
24/12/2020, $222.75 ,0.007796871,,,,,,,,,,,,
28/12/2020, $224.96 ,0.009872542,,,,,,,,,,,,
29/12/2020, $224.15 ,-0.003607138,,,,,,,,,,,,
30/12/2020, $221.68 ,-0.01108057,,,,,,,,,,,,
31/12/2020, $222.42 ,0.003332586,,,,,,,,,,,,
04/01/2021, $217.69 ,-0.021495454,,,,,,,,,,,,
05/01/2021, $217.90 ,0.00096421,,,,,,,,,,,,
06/01/2021, $212.25 ,-0.026271417,,,,,,,,,,,,
07/01/2021, $218.29 ,0.028059629,,,,,,,,,,,,
08/01/2021, $219.62 ,0.006074326,,,,,,,,,,,,
11/01/2021, $217.49 ,-0.009745908,,,,,,,,,,,,
12/01/2021, $214.93 ,-0.011840479,,,,,,,,,,,,
13/01/2021, $216.34 ,0.00653885,,,,,,,,,,,,
14/01/2021, $213.02 ,-0.015465186,,,,,,,,,,,,
15/01/2021, $212.65 ,-0.001738436,,,,,,,,,,,,
19/01/2021, $216.44 ,0.017665751,,,,,,,,,,,,
20/01/2021, $224.34 ,0.035849385,,,,,,,,,,,,
21/01/2021, $224.97 ,0.002804302,,,,,,,,,,,,
22/01/2021, $225.95 ,0.004346676,,,,,,,,,,,,
25/01/2021, $229.53 ,0.015720004,,,,,,,,,,,,
26/01/2021, $232.33 ,0.012125035,,,,,,,,,,,,
27/01/2021, $232.90 ,0.002450402,,,,,,,,,,,,
28/01/2021, $238.93 ,0.025561445,,,,,,,,,,,,
29/01/2021, $231.96 ,-0.029605679,,,,,,,,,,,,
01/02/2021, $239.65 ,0.032614583,,,,,,,,,,,,
02/02/2021, $239.51 ,-0.000584356,,,,,,,,,,,,
03/02/2021, $243.00 ,0.014466274,,,,,,,,,,,,
04/02/2021, $242.01 ,-0.004082396,,,,,,,,,,,,
05/02/2021, $242.20 ,0.000784784,,,,,,,,,,,,
08/02/2021, $242.47 ,0.00111416,,,,,,,,,,,,
09/02/2021, $243.77 ,0.005347166,,,,,,,,,,,,
10/02/2021, $242.82 ,-0.00390473,,,,,,,,,,,,
11/02/2021, $244.49 ,0.00685398,,,,,,,,,,,,
12/02/2021, $244.99 ,0.002042985,,,,,,,,,,,,
16/02/2021, $243.70 ,-0.005279433,,,,,,,,,,,,
17/02/2021, $244.20 ,0.002049601,,,,,,,,,,,,
18/02/2021, $243.79 ,-0.001680363,,,,,,,,,,,,
19/02/2021, $240.97 ,-0.011634755,,,,,,,,,,,,
22/02/2021, $234.51 ,-0.027174214,,,,,,,,,,,,
23/02/2021, $233.27 ,-0.00530165,,,,,,,,,,,,
24/02/2021, $234.55 ,0.005472204,,,,,,,,,,,,
25/02/2021, $228.99 ,-0.02399045,,,,,,,,,,,,
26/02/2021, $232.38 ,0.014695628,,,,,,,,,,,,
01/03/2021, $236.94 ,0.019432982,,,,,,,,,,,,
02/03/2021, $233.87 ,-0.013041539,,,,,,,,,,,,
03/03/2021, $227.56 ,-0.027351466,,,,,,,,,,,,
04/03/2021, $226.73 ,-0.003654058,,,,,,,,,,,,
05/03/2021, $231.60 ,0.021251863,,,,,,,,,,,,
